source_type,session,model_test,source_page,source_question_number,status,difficulty,answer_source,correct_option,topic_tags,validation_issues,question_text,options_json
previous_year,,,94,64,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Fo as “X* জিন (Sex chromosomal gene) (০) পরিপক্ক পুষ্প হতে স্ত্রীকেশর সরিয়ে ফেলা lie নয়? (৫) অপরিপক্ক পুষ্প হতে Bera সরিয়ে ফেলা,"[{""label"":""a"",""text"":""লাল-সবুজ fer (৮ হিমোফিলিয়া-এ 59. ডিম্বাণু ব্যতিত বুবলির অন্য যেকোনো কোষ থেকে ভ্রণ সৃষ্টির (০) ভুসেন মাস্কুলার ডিস্ট্রফি (৫) কালের লোম প্রক্রিয়াকে কী বলে?""}]"
previous_year,,,94,66,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"যখন একটি জিন অন্য একটি নন-আ্যালিলিক জিনের কার্যকারিতা (=) আযাপোস্পরি 0) সিনগ্যামি একাশে বাধা দেয়, তখন সেই প্রক্রিয়াকে কি বলে? (© আইসোগ্যামি (৫) Spi ()মিউটেন্টজিন (৬) এপিন্ট্যাসিম €1. অত্যাবশ্যকীয় আযমাইনো এসিড হলো- (©) fora জিন (৫) ডিসট্রফিন জিন ৬) প্লাইসিন 0) সেরিন (9) ভ্যালিন (0) সিন্টিন",[]
previous_year,,,94,67,draft,hard,needs_review,,genetics|cell-biology|microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"SRT আক্রান্ত হওয়ার প্রতিক্রিয়া হিসেবে কোষের অভ্যন্তরে | 6১. FF কোনটির পরিষাণ বেশি থাকা ভালো? ভাইরাসের বংশ বৃদ্ধি ব্যাঘাত ঘটাতে আক্রান্ত কোষ হতে যে বিশেষ | OWL OLDE 91027 (TR ধরনের প্লাইকোপ্রেটিন উৎপন্ন ও ক্ষরিত হয়, তার নাম কি? 6s. সেন হযমোনট লিস্ফোসাইট প্রস্তুতি ও আযান্টিবডি গঠনে কা 'ফ্যাগোজোম নৈজেশন @ (চে) ইনজেশন rere. ০) খাইরজিন Ox ও) ইন্টারফেরন © থাইমোসিন (© SEE",[]
previous_year,,,94,6,draft,easy,needs_review,,microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,pia ce ভাইরাস কোনটি? 69. কোন আযান্টিবডিটি গর্ভাবস্থায় মায়ের দেহ থেকে অমরা অভির,[]
previous_year,,,94,70,draft,easy,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"তি অয বাধার) থাড HN, @OCMV 1] করেজ্ণদেহেবাহিতহয়? TO বাধা কে কোন ফ্যাটি | ও ছ0 Old Od এ) ০ দেয়! 74. তরল পদার্থে প্রাণীর গ্রোতজনিত ট্যাক্সিস হলো-","[{""label"":""a"",""text"":""afr [OE] )রিওট্যাক্সিস ৮) থিগমোট্যাক্সিস (০) ফাইব্রিনোজেন (৫) ক্যালসিয়াম আয়ন (০) কেমোট্যাক্সিস (4) জিওট্যাক্সিস""}]"
previous_year,,,104,56,draft,easy,needs_review,,genetics|cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,DNACK Roam দে 71. কোনটি ভ্রণীয় স্টেম কোষ থেকে উৎপত্তি লাভ করে?,"[{""label"":""a"",""text"":""লিউকোসাইট (৬) মনোসাইট (৩) লাইগেজ এনজাইম (0) রোস্ট্রিকশন এনজাইম palin (4) বেলোধিল oem এনজাইম (4) আযমাইলেজ এনজাইম | 72. aD হেটেরোজাইগাস জীবের টেস্ট ar ঘটালে এ""}]"
previous_year,,,104,61,draft,hard,needs_review,,genetics|cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোষধিদ্লিতে প্রোটিনের পরিমাণ- 77. রাইবোজোমে 505 এবং 305 এই দুই সাবইউনিট একত্রিত হয @20-40% ©) 40-60% গঠন করে- (০9) 60 - 80% (৫) 80 - 100% ) 62. লিথাল জিন এর কারণে মেন্ডেলের প্রথম সূত্রের ফিনোটাইপিক | 78. an তা ems অনুগত 3) নিয়য়গে প্রবর্তিত হয় ও) প্লাইকোপরোটিন 0) Freee গে ©) 2:1 © সা (০) পলিস্যাকারাইড,"[{""label"":""d"",""text"":""প্লাজমা প্রোটিন""}]"
previous_year,,,104,6,draft,easy,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,পাকছছনীতে Hl নিয়ন্ত্রণ করে” 79. নিয়ের কোনটি Caidaria পর্বের প্রাণী নয়? @ mie ® Fro (@) Spongilia,"[{""label"":""b"",""text"":""Aurelia (©) এন্টারসক্রাইনিন @ পেপটাইড © Porpita ৫৬) Pennatula""}]"
previous_year,,,104,64,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"মানবদেহের বক্গপিজরে মোট SEE সংখ্যা"" ৪০. নিচের কোনটি জিনের Tf (Stop codon) কোডন নয়? wz ®8 @u @5 WUAA ৬৮৪৪ UGA (4) UAG",[]
previous_year,,,104,66,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,নিষেকের ফলে এক্সাইন রূপাস্তরিত হয়ে গঠিত হয়- (৩) ক্যালসিয়াম মাত্রা (৫) পিগমেন্ট গঠন ৬) ফলত্বক GET OT OFA | 59. ছত্রাকের কোষ প্রাচীরের মুখ্য উপাদান কোনটি?,[]
previous_year,,,104,67,draft,easy,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,DNA রেপ্লিকেশনের সময় হাইড্রোজেন বছ্ধনী ভেঙ্গে দেয় কোন (9) সেলুলোজ ০) কাইটিন এনজাইম? (9) সেলুলোজ ও কাইটিন (৫) কোনটিই নয়,"[{""label"":""a"",""text"":""প্রাইমেজ এনজাইম ৬) পলিমারেজ এনজাইম 75. কোনটি আারোমেটিক আ্যামাইনো এসিড? (9) হেলিকেজ এনজাইম (৫) লাইগেজ এনজাইম (৬) সিস্টিন (8) টাইরোসিন""}]"
previous_year,,,104,68,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,অটোফ্যাগি কোন্‌ অঙ্গাণুটি প্রত্যক্ষভাবে অংশগ্রহণ করে? (©) লাইসিন (8) গ্লাইসিন (9) মাইটোকত্রিয়া [CL] 76. পাখিদের সম্পর্কে প্রাণিবিআ্ঞানের যে শাখায় আলোচনা করা হয (9) লাইসোজোম (৫) রাইবোজোম তাকে বলা হয়-,[]
previous_year,,,104,69,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,E.coli কোষে সর্বপ্রথম প্লাজমিড আবিষ্কৃত হয় যে বছর-,"[{""label"":""a"",""text"":""Omithology (8) Malacology (৪) 1945 0)1952 (০1971 (6) 1950""},{""label"":""c"",""text"":""Ethology""},{""label"":""d"",""text"":""Iethyology GE ET. মার sr লতার ss পথচলা;""}]"
previous_year,,,112,45,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,উড়িদে FRI প্রজননের প্রধান উদ্দেশ্য কোনটি? 49. Too গঠনের সঠিক বর্ণনা প্রথম কে দিয়েছিলেন? (8) উন্নতমানের জাত উদ্ভাবন,"[{""label"":""a"",""text"":""হযর্ে উইলিয়াম (8) চার্লন ডারউইন (৮) মৌলিক সম্পদ বাড়ানো (০) উইলিয়ামসন (৫) স্যার উইলিয়াম বোম্যান (০) উড়িদের জীবন রহস্য উন্মোচন 50. হ্যাপ্লয়েড উড়িদ তৈরির জন্য কোনটি কালচার করা হয়? (৫) উড়ভিদের চারিত্রিক বৈশিষ্ট্য জান (৪) পরাগরেগু (৮) মূল ©@=t @ মুকুল hs pid খাপ কোনটি? 53. (%-ঠ) এর বিকতিতে মধ্যপদ হবে- ] (6) কাজ্ক্ষিত DNA কর্তন ও পৃথকীকরণ @ ®PC (2) Cx? (0) মাত (©) গেস্ট্রিকশন এনআইমের সাহায্যে কর্তন 59. 100 = সু* হলে 1 (x) নিয়ের কোনটি? (0) 0144-কে ভেষ্টরে সংযুক্তকরণ @H+2 0)ওয- 2 ৩) 2স+ও @2-3""}]"
previous_year,,,112,47,draft,medium,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"হছিমোসিল কোন প্রাণীতে পাওয়া যায়? 60, Permutation শব্দটির eB মধ্যে স্বরবর্ণের অব (8) আরশোলা pres RT না করে বর্ণগুলিকে যত রকমে পুনরায় সাজানো যেতে (৩) ঘাস ফড়িং (4) সবগুলোভেই পারে তার সংস্যা- '48. রুই মাছের আঁইশ কোন ধরনের? (@)360 ®35% ০361 (৫)349 ৪) সাইক্লয়েড 0) টিনয়েড (০) প্লাকয়েড (৫) গ্যানয়েড",[]
previous_year,,,112,51,draft,medium,needs_review,,cell-biology|plant-physiology|microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"হিপনোটস্সিন পাওয়া যায়- (© ofS (0) ভলভেন্টে 45. মানবদেহে সবচেয়ে ছোট অস্থি কোথায় অবস্থিত? ৩) স্ট্রেপটোলিন ধুটিন্যান্টে (৫) স্টেরিওলিন BE (৬) নাকে oh] ৩52. থে ব্যাকটেরিয়ার এক প্রাস্তে এক গুচ্ছ FH থাকে- (9) মাথয় (৫) হাতের আঙ্গুলে @ মনোট্রিকাস (৬) লফ্োট্রিকাস 46. কোষ বিভাজন কে আবিষ্কার করেন? (৩) সেফালোট্রিকাস (৫) পেরিট্রকাস (৭) afi (৩) শ্লাইখার ৩4. ০০০৪ = 0 হলে ৪ এর সাধারণ মান হবে- (© লিয়েন ছক (৫) রবার্ট হুক ৬2 [OR @nmtl (6) হয়া চু | 47. কোন বানানটি সঠিক? ৩5. তিনটি বল PEP, P সাম্যাবস্থায় থাকলে প্রথম দুইটি বলের | (8) ২০৮১০০৬০০০৮ (8) Sphygmomanometer মধ্যবর্তী কোণ: ©) Sphygmomster (৫) Sphygmomanometer ৬১6০ er © se | 4% SRT অন্ধকার দশায় সালোকসংশ্লেষণের প্রথম স্থায়ী যৌগ",[]
previous_year,,,112,56,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,এককের একটি কাল্পনিক ঘনমূল © হলে 1+ ০০ +t + কোনটি? tl এর মান হবে- (2) ম্যালিক এসিড (৬) ফসফোল্লিসারিক এসিড @0 (৬)৫ ©-1 @w? (9) সাইট্রিক এসিড (4) অস্সালো এসিটিক এসিড,[]
previous_year,,,112,57,draft,medium,needs_review,,botany|zoology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"একটি বৃত্ত ম 0, হ 0, স ৪ এবং = a সমীকরণগুলিকে | 50. একাইনোডার্মাটা শ্রেণির প্রাণীদের মূল বৈশিষ্ট্য হলো- স্পর্শ করে। বৃত্তটির সমীকরণ- (9) এদের রেচনতন্ত্রমছে (৮) এদের ত্বক কন্টকিত (৪) মই কট —ax—ay=0 (9) রক্ত সংবহনতন্ত্র সক্রিয় (৫) পানি সংবহলতন্ত্র নিচ্ষিয় Bx yi =a 51. TR সবচেয়ে বড় SE GB? (9) 42 + 52) =a? (৯) ক্রিকয়েড (8) এপিল্লটিস hy? i. মম > = ex(1+4 9 5. ভা স্পর্শক ম-অক্ষের সাথে 30° কোণ উৎপন্ন করবে? PRBS কারণে কোন রোগটি হয়? + 3 রন রর (8) কোণন ক্যান্সার 0) ত্বকের ক্যান্সার ৷ মে ৷ঘছঘাে OF (© জরায়ুর ক্যান্সার (@ খাদ্যনালির ক্যান্সার মা ছে ও remem",[]
previous_year,,,120,15,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সমাধান: জীবন্ত জীবাশ্ম: বর্তমানের কোনো জীবিত উদ্ভিদের বৈশিষ্ট অতীতকালের কোনো জীবাশ্য উদ্ভিদের বৈশিষ্ট্যের সাথে মিলসম্পৃঃ হলে তাকে জীবন্ত জীবাশ্য বলা হয়। peas একটি জীবন্ত জীবাশ্য।,[]
previous_year,,,120,14,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সমাধান: অনষ্যায়রি কোষের কাজ : ঘ্রাণ উদ্দীপনা গ্রহণে সাহায্য করা এবং তা TR প্রেরণ করা।,[]
previous_year,,,120,15,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সমাধান: সারসিনেট ভারনেশন: মুকুল অবহায় পাতার কুওলী পাকানো অবস্থাকে সারসিনেট ভারনেশন বলে।,[]
previous_year,,,120,18,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সমাধান:শিথাল জিন: যেসব জিন হোমোজাইগাস অবস্থায় উপস্থিত থাকলে সংশ্লিষ্ট জীবের মুত্যু ঘটে সেসব জিনকে লিথাল জিন বলে।,[]
previous_year,,,125,52,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,পরজীবী ছত্রাকের গোষক অঙ্গ হিসাবে ব্যবহৃত হয় কোনটি? )বড়হয় ® ছোট হয় (ys )স্টাইস (9) কোন পরিবর্তন হয়না (৫) কোনটিই নয় pti tome 51. কোনটি অমরা থেকে ক্ষরিত হরমোন নয়?,[]
previous_year,,,125,55,draft,easy,needs_review,,botany|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ER-RERORM)=w+3xtl ও ও ইন্ট্রেজেন চে) যলেন্টেরন এবং 82) = 2১--3 হলে 8০02) =F? (oy লুটিনাইজিং হরমোন (৫) সবগুলোই ৬5 ৮15 OB ৬19 ৩2. কোনটি জলজ উদ্ভিদ নয়?,"[{""label"":""a"",""text"":""Potamogeton nodosus (8) Wolfia microscipia""}]"
previous_year,,,125,46,draft,medium,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ঘাস ফড়িংয়ের পুঞ্জাক্ষির কোন অংশটি আলো গ্রহণ করে? 59. জেনারেটিভ কোষ কোথায় থাকে? Fm (৮) র্যাবডোম © 1s (০) পরাগনালির অভ্যন্তরে (9) কনিয়াজেন কোষ (৫) ক্রিস্টালাইন কোষ (©) গর্ভপতরে (৫) পুংকেশরে,[]
previous_year,,,125,47,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,টুইস্টেড এস্টিভেশন থাকে কোন ফুলে? 60. শৈবালের গায়ে জন্মানো শৈবালকে কী বলে? (8) গন্ধরাজ (৮) বাবলা,"[{""label"":""a"",""text"":""লিধোফাইট (৮) এন্ডোফাইট (9 আক্দ Ww (© এপিফ্কইট (ares""}]"
previous_year,,,125,48,draft,easy,needs_review,,botany|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"HIV রক্তের কোনটিকে আক্রমণ করে? ও সাক we (9) অগুচক্করিকা (৫) FET @® প্যারাইটাল ® Germ 45, x= VT সমীকরণের মূল তিনটির ভণফল কত? (9) স্ফেনয়েড (4) কোনটিই নয় “ 0 o J * § © এক জোড়া সরলরেখা (0) পরাবৃত্ত (© যাইব্রিডাইজেশন 0) কাটিং Og (৫) অধিবৃত ৩5. মানব দেহের সবচেয়ে বড় গ্রন্থি হলো- 49. ৪ কোণ 50° থেকে বেড়ে 1807 হলে- Wah [Chika (0) ০০৪৪ এর মান 0 থেকে কমে -?1 হবে © reef ও) যকৃত (0) sin ৪ এর মান 1 থেকে কমে 0 হবে ৩57. নেষ্রিডিয়াকী? (8) ০০০৪ এর মান 0 থেকে বাড়তে থাকবে (8) কেঁচোর চলন অঙ্গ ® কেঁচোর শন অঙ্গ নিচের কোনটি সঠিক? (©) কেঁচোর রেচন অঙ্গ (©) কেঁচোর প্রজনন অঙ্গ য় Oil লেয়ার ওয়ায ই ছে > Leen (20",[]
previous_year,,,127,13,draft,easy,needs_review,,zoology|taxonomy,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,হলিন মাছের শ্রেণিবিন্যাস 00703) লিখ।,[]
previous_year,,,127,15,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোষ বিভাজনের প্রস্তুতি পর্যায় বলতে কী বুঝায়?,[]
previous_year,,,127,13,draft,medium,needs_review,,plant-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,উচ্চতর উড়িদের সংঘচিত সালোকসংশ্লেষণ প্রক্রিয়ার রাসায়নিক বিক্রিয়াটি লিখ।,[]
previous_year,,,127,20,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সিন্টোলিক ও ডায়াস্টোলিক রক্তচাপ কী? শা fm ie সণ ANEIERN পরিবর্তনে ge eo. | —-,[]
previous_year,,,132,13,draft,easy,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সমাধান: ইলিশ মাছের শরেণিবিন্যাস 00005) Fra Phylum: Chordata Sub phylum: Vertcbrata Class: Actinopterygii Onder: Clupeiformes Family: Clupeicae Gems: Tenualosa Species: Tenualosa isha,[]
previous_year,,,132,14,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"সমাধান: ঘাস ফড়িং এর NAR প্রধান চারটি অংশের নাম নিয়রূপ। PER Gi) শ্বাসনালি বা ট্রাফিয়া Gil) ট্রাকিওল (iv) বায়ুথলি 15, সমাধান: কোষের অবিভাজনরত অবস্থাকে ইন্টারফেজ বলা হয়। এই অবস্থায় GRIT বহু orgy Rem Re ঘটে থাকে। এম. ফেজকে মোইটোটিক দশা) সুসম্পন্ন করতে সব ধরনের প্রস্তুতি এহণ করা হয় এই ET এই অবস্থাকে কোষ বিভাজনের প্রস্তুতি পর্যায় বলা হয়।",[]
previous_year,,,132,16,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সমাধান: বিশেষভাবে ors নির্দিষ্ট সংখ্যক কোষের of হলো সিনোবিয়াম।,[]
previous_year,,,132,14,draft,easy,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,FEMI JUCN ~ Intemational Union for Conservation of Nature and Natural Resources. ‘WCU ~ World Conservation Union. DD - Data Deficient. RNA - messenger Ribo-Nucleic Aci,"[{""label"":""d"",""text"":""15, সমাধান: জিনোম শিকুয়েন্সিং: DNA অণুর S96 ATGC বেসগুলো যে অনুক্রমে সজ্জিত থাকে তা হলো জিনোম সিকুয়েন্স, আর এই rar উদঘাটন করাই হলো জিনোম Frc ছটা veers |""}]"
previous_year,,,136,22,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"প্রোটিনের টারসিয়ারী গঠনে কোন বন্ধন থাকে? fog(4) এবং gof(~3) এর মান কতা? @ (৬) ভাইনালফাইড (3) 4225,720","[{""label"":""b"",""text"":""4020,725 (0) 4120,730 (৫) 4225,730 H (4) সবগুলো toc irre 46. একজন পরীক্ষার্থীকে 12 টি পর্ন খেকে 7 চি প্রশ্নের উতর দিতে ্ y হবে। তাকে প্রথম 6 টি থেকে ঠিক 4 টি প্রশ্ন বাছাই করতে হবে। @ এলানিন © গ্লাইসিন সে কত প্রকারে প্রশ্নগলি বাছাই করতে পারবে? ৩) লাইসিন (4) টাইরোসিন @7s ©3000 (@©45 @9%5 খ-শাখা (এচ্ছি""},{""label"":""a"",""text"":"": জীববিদ্যা বা ICT fe ] 93. যেজিন অন্য ডিনের বৈশিষ্ট্য কাশে ঝা দেয় তাকে কী বন (৯) এপিস্ট্যাটিক জিন © হাইপারস্ট্যাটিক জিন""}]"
previous_year,,,136,51,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"PCR পদ্ধতিতে দিসূত্রক DNA কে কত তাপমাত্রায় একক সূত্র (৩)লিখাল জিন (৫) কমপ্রিমেন্টারী জিন করা হয়? 64. হৃচক্র সম্পন্ন করতে ভেস্ট্রিকলের সিস্টোল ও ডায়াস্টোলের @50°C (৮)70%৫ (990°C ()110%0 fer যথাক্রমে - 52, প্রথম বায়োটেক ড্রাগ কোনটি? (3)0.35 ও 0.55 (®)035€07s","[{""label"":""a"",""text"":""হিউমুলিন (৬) ইন্টারফেরন (©0.159075 (4)0.15 ও 055 ৩) সিগেল সেল প্রোটিন (৫) ইরাইগ্রোপোইটিন 66. মানুষের শরীরের কোন হাড়টিতে 'ডেলটরেড চিউবারেসিটি'""}]"
previous_year,,,136,54,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,রিকরিনেন্ট প্রাসমিভকে কোন পরায় বাহক ৪.০! ভে প্রবেশ | পক রয়েছে? র্‌ colt ডে প্রবেশ,"[{""label"":""a"",""text"":""টিবিয়া-ফিবুলা (৮) ফিমার haha (9) হিউমেরাস @ wi (@ Bra (৮) ইনফেকশন 67. নিচের ফোনটি খাদ্য পরিপাকের সাথে সংশ্লিষ্ট নয়? (৩) উ্রান্সফরমেশন (@ ফার্যেন্টেন (9) ট্রিপসিন (৮) লাইপেজ (০) কলাজিনেজ (৫) ইনসুলিন""}]"
previous_year,,,136,55,draft,easy,needs_review,,cell-biology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,রক্তের আযালার্জিক এন্টিবডি ধ্বংস করে কোন লিউকোসাইট? | 70. UTE অকেজো কোষসমূহকে ধ্বংস করে কোনটি? ) (2) মনোসাইট (৬) লিস্ফোসাইট (9) ইভিওসোম (৮) পারঅক্সিসোম (9) বেলোফিল (৫) ইওসিনোফিল ও লাইসোসোম Chad,[]
previous_year,,,136,58,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,পাটে ডিপ্লয়েড (27) ক্রোমোসোমের সংখ্যা - Extra Syllabus @2 OU (৩18 (446 53. a - ) াখের অভ্যস্তরীণ ও বাহিযিক চাপ নিয়ন্ত্রণ করে কোনটি? ৩9. হাইছার আদর্শ নেমাটোসিস্ট বাহ্‌ কী দিয়ে পূর্ণ থাকে? (9) Sr হিউমার ৬) রড কোষ (৪) ফেনল (৬) পানি (©) সিলিয়ারি অঙ্গ (4) কনজাংকটিভা (০) হিপনোটজ্সিন (৫) স্টেরিওলিন 56. বাংলাদেশের বিলুপ্তপ্রায় উড়িদ-,[]
previous_year,,,137,57,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,শৈবালের অপকারী দিক কোনটি? 65. রে কিসের মাত্রাকে কিডনি রোগ নির্ণয়ের নির্দেশক বলা হয়? (৭) বায়োফুয়েল তৈরি (৬) মাটির বয়স নির্ণয় (5) কাইমোট্রিপসিন 0) ক্রিয়েটিনিন (9) Argus অক্সিজেন যোগ (4) ওয়াটার বুম তৈরি (© অরনিধিন © ৮-আরজিনেজ,[]
previous_year,,,137,61,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"a রদ AR ET] স্থাপনের কাজে কোন হরমোন | 88, fag cre fs স্বাদের অনুভূতি নিয়ে আসে ফোন সাম LH (FSH (৬) ভেন্টিবুলার © ককলিয়ার ৫৩) এস্ট্রোজেন (@ পরজেস্টেরন (© SRR (4) cfr",[]
previous_year,,,137,62,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"নিচের কোনটিতে সর্বোচ্চ পরিমাণে কোলেস্টেরল পাওয়া যায়? 69. CO জ্বরে আক্রান্ত রোগীর রক্তে কোনটির উপস্থিতি পাওয়া যায়? (৪) চুপরি আলু (৮) সায়ানোব্যাটটেরিয়া ০18 (©) 1gK, (ey ওলকচু @ মুখীকচু (918১ (৫) কোনটিই নয় ঙাোলগণিত আইসিটি-র সকল প্রশ্নের মান-১ ; গণিতের সকল প্রশ্নের মান ২ “Short Syllabus. 79. DNs এর পূর্ণ ূপকী? . . (2) Digital Neme System (৬) Domain Name System",[]
previous_year,,,141,11,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কার্নোইজ্জিনের দক্ষতা শতভাগ পেতে হলে গ্রাহকের উষ্ণতা হবে- | 26. সর্বাধিক আয়নিক প্রকৃতির যৌগ- @0K ©)27316K © 0°C,"[{""label"":""d"",""text"":""100°C @ACl;, ®)FeCly ()CaCl, (৫) Mel,""}]"
previous_year,,,143,54,draft,easy,needs_review,,zoology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,দ্িন্তরী প্রাণীর et বিদ্যমান স্তর দুটি হল- ৩8. কোনটি ট্রপিক হরমোন নয়?,"[{""label"":""a"",""text"":""এক্টোডার্ম ও NCTA (8) এক্টোডার্ম ও এন্ডোডার্ম (৭) লুটিনাইজিং হরযোন (LH) ০) এন্ডোডার্ম ও মেসোডার্য (৫) cA © মেপোডার্য (৮) থাইরয়েড উদ্দীপক হরমোন (TSH)""}]"
previous_year,,,143,55,draft,medium,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,RI থেকে গ্লাইকোজেন সংশ্লেষণের প্রক্রিয়াকে বলে- (©) প্রোল্যাকটিন হরমোন (BRL),"[{""label"":""a"",""text"":""গ্লাকোলাইসিস © ধুকোনিওজেনেসিস (4) প্যারাথরযোন চোদ) (©) গ্লাইকোজেনেসিস ৫) গ্লাইকোজেনোলাইসিস | 59. কোন আযামিনো এসিড প্রোটিনের অংশ য়? ৩6. পরিণত লোহিত কণিকায় কোনটি থাকে না? (৯) প্রেলিন (৬) cat নৌ বিযোয়োদিন © Pra (9) সিসটিন (৫) টাইরোসিন ৩) নিউক্লিয়াস (4) পানি""}]"
previous_year,,,143,57,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,nel tt (Topic vv. 60. একাধিক মনোস্যাকারাইড সংসুক্তকারী বন্ধনের নাম কী? (৩) ডান নিশয় থেকে রক্ত ডান অলিন্দে ফিরে যেতে দেয়না © এন্টার বন্ধন (9) পলাইকোসাইডিক বদন (৬) বাম নিলয় থেকে রক্ত বাম অলিন্দে ফিরে যেতে দেয় না (এ ফলকোভাইএপ্টার বন্ধন (@ crite (©) TPE থেকে ডান নিলয়ে রক্ত আসতে দেয় না ৩১. চোখের ছানিয ATL ব্যবহৃত এনজাইম (4) উপরের সবগুলো করে (® crf © রেনিন,[]
previous_year,,,143,63,draft,easy,needs_review,,genetics|microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি DNA ভাইরাস? ৬1৬৭ © led এ) হেপাটাইটিস-বি 0) হেপাটাইটিস-সি ne les (© হেপাটাইটিস-এ (4) হেপাটাইটিস-ডি 65. বস্তুর প্রতিবিদ্ব তৈরি হয় চোখের কোন অংশে? ০6. কোনটি সমান্তি কোডন নয়? ওেক্নয় ০০) রেটিনা ৬৮১৪ (HUAA (AUG (HUGA © (4) আযাকুয়াস হিউমার ছা ০ ows Fo.,[]
